id_i,id_j,len_i,len_j,score_raw,sss,identity,aligned_len,dataset,hog_id
CAMC100878,SULKY00973,376,373,1321.0,0.6707286113226707,0.6621983914209115,373,bac,E1028473
CAMC100878,SULAO01005,376,374,1312.5,0.6698137279918347,0.660427807486631,374,bac,E1028473
CAMC100878,SULBS01289,376,373,1391.0,0.7084288260758849,0.7131367292225201,373,bac,E1028473
CAMC100878,SULD501230,376,373,1406.0,0.7169811320754716,0.7211796246648794,373,bac,E1028473
CAMC100878,NITSE01259,376,374,1330.5,0.6777890983188997,0.6684491978609626,374,bac,E1028473
CAMC100878,BACAA04046,376,379,863.0,0.4319319319319319,0.45799457994579945,369,bac,E1028473
CAMC100878,STRDG01911,376,380,800.5,0.40135372273752823,0.4444444444444444,369,bac,E1028473
CAMC100878,PAEPS04077,376,379,860.5,0.4315446339017051,0.46612466124661245,369,bac,E1028473
CAMC100878,U04FI03183,376,371,854.0,0.43549209586945437,0.46321525885558584,367,bac,E1028473
CAMC100878,CLOAE02290,376,376,831.0,0.4202275600505689,0.4596774193548387,372,bac,E1028473
CAMC100878,ACEWD01264,376,373,832.0,0.42394904458598726,0.45108695652173914,368,bac,E1028473
CAMC100878,ALKOO01689,376,372,922.5,0.4685119349923819,0.49184782608695654,368,bac,E1028473
CAMC100878,GOTA900989,376,383,855.5,0.427109335996006,0.46883468834688347,369,bac,E1028473
CAMC100878,DESCC01173,376,370,851.0,0.4329687102518443,0.44808743169398907,366,bac,E1028473
CAMC100878,DESRM01595,376,370,859.0,0.4370389213940473,0.45901639344262296,366,bac,E1028473
CAMC100878,ACICS02052,376,375,851.0,0.4320893627824321,0.47411444141689374,367,bac,E1028473
CAMC100878,HERSS01212,376,376,869.5,0.4384770549672214,0.4837837837837838,370,bac,E1028473
CAMC100878,NEIMB00677,376,371,855.0,0.43291139240506327,0.4756756756756757,370,bac,E1028473
CAMC100878,ECOBD03114,376,375,837.5,0.4203262233375157,0.4540540540540541,370,bac,E1028473
CAMC100878,SHIFL00944,376,375,836.5,0.41982434127979923,0.4540540540540541,370,bac,E1028473
CAMC100878,KLEOK02482,376,375,848.5,0.426596279537456,0.46216216216216216,370,bac,E1028473
CAMC100878,PHOLL03776,376,374,854.5,0.4305870496346687,0.45675675675675675,370,bac,E1028473
CAMC100878,VIBVY00742,376,378,857.0,0.42828585707146427,0.4594594594594595,370,bac,E1028473
CAMC100878,SALHC03561,376,377,829.5,0.41578947368421054,0.4673913043478261,368,bac,E1028473
CAMC100878,CELJU01396,376,378,827.0,0.4173605854150896,0.47282608695652173,368,bac,E1028473
HELCP00360,HELCP01808,380,157,338.5,0.24221824686940965,0.6050955414012739,157,bac,E1028473
HELCP00360,WOLSU01378,380,377,1274.0,0.6419753086419753,0.6445623342175066,377,bac,E1028473
HELCP00360,SULKY00973,380,373,1227.5,0.6221490116573746,0.6300268096514745,373,bac,E1028473
HELCP00360,SULAO01005,380,374,1199.0,0.6107997962302598,0.6096256684491979,374,bac,E1028473
HELCP00360,SULBS01289,380,373,1213.5,0.6169293340111845,0.6112600536193029,373,bac,E1028473
HELCP00360,SULD501230,380,373,1189.5,0.6054975820819547,0.6005361930294906,373,bac,E1028473
HELCP00360,NITSE01259,380,374,1252.0,0.6366641240783117,0.6229946524064172,374,bac,E1028473
HELCP00360,BACAA04046,380,379,816.5,0.40794404196852363,0.44086021505376344,372,bac,E1028473
HELCP00360,STRDG01911,380,380,793.0,0.3968968968968969,0.4474393530997305,371,bac,E1028473
HELCP00360,PAEPS04077,380,379,838.0,0.4195244055068836,0.44086021505376344,372,bac,E1028473
HELCP00360,U04FI03183,380,371,822.0,0.41842708068210743,0.465564738292011,363,bac,E1028473
HELCP00360,CLOAE02290,380,376,757.0,0.38213023725391215,0.4420485175202156,371,bac,E1028473
HELCP00360,ACEWD01264,380,373,810.0,0.41200406917599186,0.46005509641873277,363,bac,E1028473
HELCP00360,ALKOO01689,380,372,892.5,0.4524714828897338,0.47554347826086957,368,bac,E1028473
HELCP00360,GOTA900989,380,383,807.5,0.40244206329429355,0.444743935309973,371,bac,E1028473
HELCP00360,DESCC01173,380,370,890.0,0.45200609446419504,0.48360655737704916,366,bac,E1028473
HELCP00360,DESRM01595,380,370,892.0,0.45302183849669886,0.4808743169398907,366,bac,E1028473
HELCP00360,ACICS02052,380,375,790.5,0.400658895083629,0.46070460704607047,369,bac,E1028473
HELCP00360,HERSS01212,380,376,867.5,0.4366977095393909,0.4864864864864865,370,bac,E1028473
HELCP00360,NEIMB00677,380,371,830.5,0.41976244629770026,0.48097826086956524,368,bac,E1028473
HELCP00360,ECOBD03114,380,375,839.5,0.4205911823647295,0.45576407506702415,373,bac,E1028473
HELCP00360,SHIFL00944,380,375,838.5,0.42009018036072143,0.45576407506702415,373,bac,E1028473
HELCP00360,KLEOK02482,380,375,842.5,0.4228356336260979,0.4584450402144772,373,bac,E1028473
HELCP00360,PHOLL03776,380,374,841.5,0.4232897384305835,0.4596774193548387,372,bac,E1028473
HELCP00360,VIBVY00742,380,378,848.5,0.423297580444001,0.450402144772118,373,bac,E1028473
HELCP00360,SALHC03561,380,377,799.0,0.39979984988741557,0.4555256064690027,371,bac,E1028473
HELCP00360,CELJU01396,380,378,811.0,0.40856423173803524,0.4501347708894879,371,bac,E1028473
HELCP01808,WOLSU01378,157,377,351.0,0.24911284599006386,0.6178343949044586,157,bac,E1028473
HELCP01808,SULKY00973,157,373,373.5,0.267262969588551,0.6369426751592356,157,bac,E1028473
HELCP01808,SULAO01005,157,374,364.5,0.2627027027027027,0.6369426751592356,157,bac,E1028473
HELCP01808,SULBS01289,157,373,380.0,0.27308659719726913,0.6496815286624203,157,bac,E1028473
HELCP01808,SULD501230,157,373,384.5,0.27681785457163427,0.6666666666666666,156,bac,E1028473
HELCP01808,NITSE01259,157,374,373.0,0.26815240833932424,0.6560509554140127,157,bac,E1028473
HELCP01808,BACAA04046,157,379,187.0,0.13113604488078542,0.45098039215686275,153,bac,E1028473
HELCP01808,STRDG01911,157,380,170.0,0.1195079086115993,0.43790849673202614,153,bac,E1028473
HELCP01808,PAEPS04077,157,379,209.5,0.14732770745428972,0.47058823529411764,153,bac,E1028473
HELCP01808,U04FI03183,157,371,211.0,0.15190784737221022,0.5032679738562091,153,bac,E1028473
HELCP01808,CLOAE02290,157,376,164.5,0.11704019921736036,0.445859872611465,157,bac,E1028473
HELCP01808,ACEWD01264,157,373,194.0,0.13951815893563466,0.45751633986928103,153,bac,E1028473
HELCP01808,ALKOO01689,157,372,228.0,0.1632068718682892,0.5100671140939598,149,bac,E1028473
HELCP01808,GOTA900989,157,383,220.5,0.1540880503144654,0.5302013422818792,149,bac,E1028473
HELCP01808,DESCC01173,157,370,208.5,0.1496232508073197,0.48,150,bac,E1028473
HELCP01808,DESRM01595,157,370,229.5,0.16469321851453175,0.5133333333333333,150,bac,E1028473
HELCP01808,ACICS02052,157,375,166.5,0.11914132379248658,0.44370860927152317,151,bac,E1028473
HELCP01808,HERSS01212,157,376,140.0,0.09922041105598867,0.44805194805194803,154,bac,E1028473
HELCP01808,NEIMB00677,157,371,140.5,0.10014255167498218,0.44805194805194803,154,bac,E1028473
HELCP01808,ECOBD03114,157,375,170.5,0.12002815909890883,0.45751633986928103,153,bac,E1028473
HELCP01808,SHIFL00944,157,375,169.5,0.11932418162618796,0.45098039215686275,153,bac,E1028473
HELCP01808,KLEOK02482,157,375,163.5,0.11538461538461539,0.4444444444444444,153,bac,E1028473
HELCP01808,PHOLL03776,157,374,183.5,0.12991150442477875,0.44805194805194803,154,bac,E1028473
HELCP01808,VIBVY00742,157,378,172.0,0.12036389083275018,0.43506493506493504,154,bac,E1028473
HELCP01808,SALHC03561,157,377,169.0,0.11876317638791287,0.4563758389261745,149,bac,E1028473
HELCP01808,CELJU01396,157,378,152.5,0.10819439517559418,0.4473684210526316,152,bac,E1028473
WOLSU01378,SULKY00973,377,373,1268.0,0.6389518770471151,0.6300268096514745,373,bac,E1028473
WOLSU01378,SULAO01005,377,374,1248.5,0.6323119777158774,0.6256684491978609,374,bac,E1028473
WOLSU01378,SULBS01289,377,373,1291.0,0.6525145312105131,0.646112600536193,373,bac,E1028473
WOLSU01378,SULD501230,377,373,1281.0,0.6482793522267206,0.6407506702412868,373,bac,E1028473
WOLSU01378,NITSE01259,377,374,1322.5,0.6686046511627907,0.6577540106951871,374,bac,E1028473
WOLSU01378,BACAA04046,377,379,886.5,0.4403874813710879,0.4932249322493225,369,bac,E1028473
WOLSU01378,STRDG01911,377,380,888.5,0.4421497885046031,0.5013774104683195,363,bac,E1028473
WOLSU01378,PAEPS04077,377,379,888.0,0.4420109507217521,0.4932249322493225,369,bac,E1028473
WOLSU01378,U04FI03183,377,371,894.5,0.4526821862348178,0.5095367847411444,367,bac,E1028473
WOLSU01378,CLOAE02290,377,376,840.0,0.4215809284818068,0.48360655737704916,366,bac,E1028473
WOLSU01378,ACEWD01264,377,373,860.5,0.4351453855878635,0.483695652173913,368,bac,E1028473
WOLSU01378,ALKOO01689,377,372,919.5,0.46345766129032256,0.5081521739130435,368,bac,E1028473
WOLSU01378,GOTA900989,377,383,896.5,0.44425173439048565,0.5013550135501355,369,bac,E1028473
WOLSU01378,DESCC01173,377,370,886.5,0.44761423882857865,0.49453551912568305,366,bac,E1028473
WOLSU01378,DESRM01595,377,370,891.0,0.4498863923251704,0.4890710382513661,366,bac,E1028473
WOLSU01378,ACICS02052,377,375,839.0,0.42277651801461325,0.4986301369863014,365,bac,E1028473
WOLSU01378,HERSS01212,377,376,924.0,0.4624624624624625,0.5190217391304348,368,bac,E1028473
WOLSU01378,NEIMB00677,377,371,928.5,0.4665829145728643,0.5271739130434783,368,bac,E1028473
WOLSU01378,ECOBD03114,377,375,889.5,0.4430884184308842,0.49728260869565216,368,bac,E1028473
WOLSU01378,SHIFL00944,377,375,888.5,0.44259028642590287,0.49728260869565216,368,bac,E1028473
WOLSU01378,KLEOK02482,377,375,893.0,0.44560878243512975,0.4918918918918919,370,bac,E1028473
WOLSU01378,PHOLL03776,377,374,893.0,0.4466116529132283,0.4932249322493225,369,bac,E1028473
WOLSU01378,VIBVY00742,377,378,873.5,0.4332837301587302,0.4837837837837838,370,bac,E1028473
WOLSU01378,SALHC03561,377,377,845.0,0.42039800995024873,0.48097826086956524,368,bac,E1028473
WOLSU01378,CELJU01396,377,378,830.5,0.41597796143250687,0.4701086956521739,368,bac,E1028473
SULKY00973,SULAO01005,373,374,1535.0,0.7819663779928681,0.7694369973190348,373,bac,E1028473
SULKY00973,SULBS01289,373,373,1480.0,0.7524148449415353,0.7265415549597856,373,bac,E1028473
SULKY00973,SULD501230,373,373,1464.0,0.7452277933316366,0.7184986595174263,373,bac,E1028473
SULKY00973,NITSE01259,373,374,1456.0,0.7404017289600814,0.739946380697051,373,bac,E1028473
SULKY00973,BACAA04046,373,379,899.5,0.4494129402947789,0.46994535519125685,366,bac,E1028473
SULKY00973,STRDG01911,373,380,872.0,0.4364364364364364,0.4712328767123288,365,bac,E1028473
SULKY00973,PAEPS04077,373,379,917.5,0.4593241551939925,0.4726775956284153,366,bac,E1028473
SULKY00973,U04FI03183,373,371,917.0,0.46678544158819035,0.4918032786885246,366,bac,E1028473
SULKY00973,CLOAE02290,373,376,841.5,0.42478546188793537,0.4673913043478261,368,bac,E1028473
SULKY00973,ACEWD01264,373,373,894.5,0.4549847405900305,0.47540983606557374,366,bac,E1028473
SULKY00973,ALKOO01689,373,372,977.0,0.4953105196451204,0.5027322404371585,366,bac,E1028473
SULKY00973,GOTA900989,373,383,918.0,0.45751308248193373,0.4972677595628415,366,bac,E1028473
SULKY00973,DESCC01173,373,370,886.5,0.45022854240731336,0.4547945205479452,365,bac,E1028473
SULKY00973,DESRM01595,373,370,912.5,0.4634332148298629,0.4794520547945205,365,bac,E1028473
SULKY00973,ACICS02052,373,375,853.5,0.43258996452103393,0.49175824175824173,364,bac,E1028473
SULKY00973,HERSS01212,373,376,914.0,0.46010571356657437,0.5232876712328767,365,bac,E1028473
SULKY00973,NEIMB00677,373,371,861.0,0.4351781652767248,0.48633879781420764,366,bac,E1028473
SULKY00973,ECOBD03114,373,375,890.0,0.44589178356713427,0.49318801089918257,367,bac,E1028473
SULKY00973,SHIFL00944,373,375,889.0,0.4453907815631262,0.49318801089918257,367,bac,E1028473
SULKY00973,KLEOK02482,373,375,893.0,0.4481806775407779,0.49318801089918257,367,bac,E1028473
SULKY00973,PHOLL03776,373,374,859.0,0.432092555331992,0.47540983606557374,366,bac,E1028473
SULKY00973,VIBVY00742,373,378,904.5,0.4512347218757795,0.48501362397820164,367,bac,E1028473
SULKY00973,SALHC03561,373,377,850.5,0.425569176882662,0.473972602739726,365,bac,E1028473
SULKY00973,CELJU01396,373,378,844.5,0.42544080604534007,0.4657534246575342,365,bac,E1028473
SULAO01005,SULBS01289,374,373,1455.0,0.7434849259070005,0.7265415549597856,373,bac,E1028473
SULAO01005,SULD501230,374,373,1446.0,0.7398311588641596,0.7292225201072386,373,bac,E1028473
SULAO01005,NITSE01259,374,374,1483.0,0.7579861998466649,0.7352941176470589,374,bac,E1028473
SULAO01005,BACAA04046,374,379,900.0,0.45192066281697213,0.4768392370572207,367,bac,E1028473
SULAO01005,STRDG01911,374,380,871.0,0.4381287726358149,0.46321525885558584,367,bac,E1028473
SULAO01005,PAEPS04077,374,379,900.0,0.4528301886792453,0.46866485013623976,367,bac,E1028473
SULAO01005,U04FI03183,374,371,928.0,0.47480173957533894,0.4986376021798365,367,bac,E1028473
SULAO01005,CLOAE02290,374,376,871.5,0.4421613394216134,0.4768392370572207,367,bac,E1028473
SULAO01005,ACEWD01264,374,373,915.5,0.4680470347648262,0.4904632152588556,367,bac,E1028473
SULAO01005,ALKOO01689,374,372,981.5,0.5001273885350318,0.5286103542234333,367,bac,E1028473
SULAO01005,GOTA900989,374,383,939.5,0.47057350363135486,0.5149863760217984,367,bac,E1028473
SULAO01005,DESCC01173,374,370,917.0,0.46809596733027053,0.47540983606557374,366,bac,E1028473
SULAO01005,DESRM01595,374,370,927.0,0.47320061255742724,0.4890710382513661,366,bac,E1028473
SULAO01005,ACICS02052,374,375,843.5,0.42969943963321444,0.47802197802197804,364,bac,E1028473
SULAO01005,HERSS01212,374,376,881.0,0.4457374146218062,0.4904632152588556,367,bac,E1028473
SULAO01005,NEIMB00677,374,371,856.0,0.4348488696977394,0.4876712328767123,365,bac,E1028473
SULAO01005,ECOBD03114,374,375,899.0,0.4526686807653575,0.48097826086956524,368,bac,E1028473
SULAO01005,SHIFL00944,374,375,898.0,0.4521651560926485,0.48097826086956524,368,bac,E1028473
SULAO01005,KLEOK02482,374,375,897.0,0.4524590163934426,0.4782608695652174,368,bac,E1028473
SULAO01005,PHOLL03776,374,374,889.5,0.44969666329625885,0.47554347826086957,368,bac,E1028473
SULAO01005,VIBVY00742,374,378,917.0,0.45976435196791177,0.483695652173913,368,bac,E1028473
SULAO01005,SALHC03561,374,377,795.5,0.4000502891626854,0.44808743169398907,366,bac,E1028473
SULAO01005,CELJU01396,374,378,824.5,0.4174683544303798,0.453551912568306,366,bac,E1028473
SULBS01289,SULD501230,373,373,1838.0,0.9384733214194536,0.9222520107238605,373,bac,E1028473
SULBS01289,NITSE01259,373,374,1503.0,0.7666411629686305,0.7613941018766756,373,bac,E1028473
SULBS01289,BACAA04046,373,379,914.5,0.45828113254823355,0.4781420765027322,366,bac,E1028473
SULBS01289,STRDG01911,373,380,859.5,0.4314759036144578,0.4672131147540984,366,bac,E1028473
SULBS01289,PAEPS04077,373,379,899.5,0.45166959578207383,0.4726775956284153,366,bac,E1028473
SULBS01289,U04FI03183,373,371,897.0,0.4580035741639009,0.49175824175824173,364,bac,E1028473
SULBS01289,CLOAE02290,373,376,841.0,0.4258227848101266,0.47282608695652173,368,bac,E1028473
SULBS01289,ACEWD01264,373,373,894.5,0.45637755102040817,0.48360655737704916,366,bac,E1028473
SULBS01289,ALKOO01689,373,372,937.0,0.47648105771675564,0.49453551912568305,366,bac,E1028473
SULBS01289,GOTA900989,373,383,919.5,0.4596350912271932,0.5027322404371585,366,bac,E1028473
SULBS01289,DESCC01173,373,370,900.0,0.45848191543555783,0.4684931506849315,365,bac,E1028473
SULBS01289,DESRM01595,373,370,899.0,0.4579724910850739,0.4657534246575342,365,bac,E1028473
SULBS01289,ACICS02052,373,375,862.5,0.43848500254194206,0.4945054945054945,364,bac,E1028473
SULBS01289,HERSS01212,373,376,931.5,0.4703357737944963,0.5218579234972678,366,bac,E1028473
SULBS01289,NEIMB00677,373,371,889.0,0.45069708491761723,0.4904632152588556,367,bac,E1028473
SULBS01289,ECOBD03114,373,375,949.5,0.4771356783919598,0.49591280653950953,367,bac,E1028473
SULBS01289,SHIFL00944,373,375,948.5,0.4766331658291457,0.49591280653950953,367,bac,E1028473
SULBS01289,KLEOK02482,373,375,943.5,0.474955952680594,0.49591280653950953,367,bac,E1028473
SULBS01289,PHOLL03776,373,374,918.0,0.46316851664984865,0.48501362397820164,367,bac,E1028473
SULBS01289,VIBVY00742,373,378,912.0,0.4563422566925194,0.4904632152588556,367,bac,E1028473
SULBS01289,SALHC03561,373,377,858.0,0.43061480552070264,0.4794520547945205,365,bac,E1028473
SULBS01289,CELJU01396,373,378,896.5,0.4530065689742294,0.4931506849315068,365,bac,E1028473
SULD501230,NITSE01259,373,374,1509.0,0.7706843718079673,0.7613941018766756,373,bac,E1028473
SULD501230,BACAA04046,373,379,925.0,0.4641244355243352,0.48360655737704916,366,bac,E1028473
SULD501230,STRDG01911,373,380,869.0,0.4367931641115858,0.4794520547945205,365,bac,E1028473
SULD501230,PAEPS04077,373,379,897.5,0.45123177476118653,0.4712328767123288,365,bac,E1028473
SULD501230,U04FI03183,373,371,901.0,0.4606339468302659,0.4808743169398907,366,bac,E1028473
SULD501230,CLOAE02290,373,376,833.5,0.42256020278833967,0.4636118598382749,371,bac,E1028473
SULD501230,ACEWD01264,373,373,895.5,0.4574712643678161,0.4808743169398907,366,bac,E1028473
SULD501230,ALKOO01689,373,372,928.5,0.47275967413441955,0.48633879781420764,366,bac,E1028473
SULD501230,GOTA900989,373,383,902.5,0.4517017017017017,0.4918032786885246,366,bac,E1028473
SULD501230,DESCC01173,373,370,911.0,0.4646773782198419,0.473972602739726,365,bac,E1028473
SULD501230,DESRM01595,373,370,910.0,0.46416730425911756,0.47802197802197804,364,bac,E1028473
SULD501230,ACICS02052,373,375,873.0,0.4443878849580046,0.4986225895316804,363,bac,E1028473
SULD501230,HERSS01212,373,376,915.0,0.4625884732052578,0.5095367847411444,367,bac,E1028473
SULD501230,NEIMB00677,373,371,887.0,0.45025380710659896,0.49318801089918257,367,bac,E1028473
SULD501230,ECOBD03114,373,375,929.5,0.46767295597484276,0.4904632152588556,367,bac,E1028473
SULD501230,SHIFL00944,373,375,928.5,0.4671698113207547,0.4904632152588556,367,bac,E1028473
SULD501230,KLEOK02482,373,375,923.5,0.4654737903225806,0.4904632152588556,367,bac,E1028473
SULD501230,PHOLL03776,373,374,903.0,0.45617580197019447,0.4768392370572207,367,bac,E1028473
SULD501230,VIBVY00742,373,378,896.5,0.4491482965931864,0.4768392370572207,367,bac,E1028473
SULD501230,SALHC03561,373,377,846.0,0.42512562814070354,0.473972602739726,365,bac,E1028473
SULD501230,CELJU01396,373,378,875.5,0.442954717935745,0.4821917808219178,365,bac,E1028473
NITSE01259,BACAA04046,374,379,933.5,0.46791979949874685,0.4877384196185286,367,bac,E1028473
NITSE01259,STRDG01911,374,380,906.0,0.45493346723575195,0.47956403269754766,367,bac,E1028473
NITSE01259,PAEPS04077,374,379,958.0,0.48116524359618285,0.4986376021798365,367,bac,E1028473
NITSE01259,U04FI03183,374,371,943.0,0.4816138917262513,0.5068119891008175,367,bac,E1028473
NITSE01259,CLOAE02290,374,376,850.5,0.43074195998987086,0.4650537634408602,372,bac,E1028473
NITSE01259,ACEWD01264,374,373,924.0,0.4715488645062516,0.49591280653950953,367,bac,E1028473
NITSE01259,ALKOO01689,374,372,1000.0,0.508646998982706,0.5231607629427792,367,bac,E1028473
NITSE01259,GOTA900989,374,383,948.0,0.474,0.5177111716621253,367,bac,E1028473
NITSE01259,DESCC01173,374,370,961.5,0.4899363057324841,0.5081967213114754,366,bac,E1028473
NITSE01259,DESRM01595,374,370,941.5,0.4797452229299363,0.5,366,bac,E1028473
NITSE01259,ACICS02052,374,375,900.5,0.4579201627256547,0.5302197802197802,364,bac,E1028473
NITSE01259,HERSS01212,374,376,910.0,0.4595959595959596,0.5177111716621253,367,bac,E1028473
NITSE01259,NEIMB00677,374,371,918.5,0.4657707910750507,0.5081521739130435,368,bac,E1028473
NITSE01259,ECOBD03114,374,375,922.0,0.4634330233727067,0.5054347826086957,368,bac,E1028473
NITSE01259,SHIFL00944,374,375,921.0,0.4629303845187233,0.5054347826086957,368,bac,E1028473
NITSE01259,KLEOK02482,374,375,919.0,0.46273917421953675,0.5027173913043478,368,bac,E1028473
NITSE01259,PHOLL03776,374,374,895.5,0.4519303557910674,0.48641304347826086,368,bac,E1028473
NITSE01259,VIBVY00742,374,378,896.0,0.44844844844844844,0.4782608695652174,368,bac,E1028473
NITSE01259,SALHC03561,374,377,832.5,0.41792168674698793,0.473972602739726,365,bac,E1028473
NITSE01259,CELJU01396,374,378,872.0,0.44073793277735657,0.49453551912568305,366,bac,E1028473
BACAA04046,STRDG01911,379,380,1551.5,0.765605724154947,0.7645502645502645,378,bac,E1028473
BACAA04046,PAEPS04077,379,379,1647.0,0.8129318854886476,0.8042328042328042,378,bac,E1028473
BACAA04046,U04FI03183,379,371,1400.0,0.7024586051179127,0.6792452830188679,371,bac,E1028473
BACAA04046,CLOAE02290,379,376,939.0,0.46728041801443143,0.5027322404371585,366,bac,E1028473
BACAA04046,ACEWD01264,379,373,1296.5,0.6500376034093758,0.6219839142091153,373,bac,E1028473
BACAA04046,ALKOO01689,379,372,1445.5,0.7223888055972014,0.706989247311828,372,bac,E1028473
BACAA04046,GOTA900989,379,383,1398.5,0.6872235872235872,0.6569920844327177,379,bac,E1028473
BACAA04046,DESCC01173,379,370,1282.0,0.64180225281602,0.6405405405405405,370,bac,E1028473
BACAA04046,DESRM01595,379,370,1287.5,0.6445556946182729,0.6378378378378379,370,bac,E1028473
BACAA04046,ACICS02052,379,375,989.0,0.4941294029477892,0.5349462365591398,372,bac,E1028473
BACAA04046,HERSS01212,379,376,1007.5,0.5,0.5420054200542005,369,bac,E1028473
BACAA04046,NEIMB00677,379,371,971.5,0.48405580468360737,0.5216216216216216,370,bac,E1028473
BACAA04046,ECOBD03114,379,375,1056.0,0.5216102741417634,0.555256064690027,371,bac,E1028473
BACAA04046,SHIFL00944,379,375,1055.0,0.5211163250185231,0.555256064690027,371,bac,E1028473
BACAA04046,KLEOK02482,379,375,1039.0,0.5141019297377536,0.5471698113207547,371,bac,E1028473
BACAA04046,PHOLL03776,379,374,1055.5,0.5234316885693032,0.5522788203753352,373,bac,E1028473
BACAA04046,VIBVY00742,379,378,1072.0,0.5272995573044762,0.568733153638814,371,bac,E1028473
BACAA04046,SALHC03561,379,377,927.5,0.4575727676369018,0.4959785522788204,373,bac,E1028473
BACAA04046,CELJU01396,379,378,1000.5,0.49689595232182765,0.5106382978723404,376,bac,E1028473
STRDG01911,PAEPS04077,380,379,1457.0,0.7203955500618047,0.7150395778364116,379,bac,E1028473
STRDG01911,U04FI03183,380,371,1287.5,0.6471475245036441,0.633423180592992,371,bac,E1028473
STRDG01911,CLOAE02290,380,376,933.5,0.4653539381854437,0.5245901639344263,366,bac,E1028473
STRDG01911,ACEWD01264,380,373,1220.5,0.613008538422903,0.6032171581769437,373,bac,E1028473
STRDG01911,ALKOO01689,380,372,1309.0,0.6553191489361702,0.6451612903225806,372,bac,E1028473
STRDG01911,GOTA900989,380,383,1273.0,0.6266305685454098,0.6243386243386243,378,bac,E1028473
STRDG01911,DESCC01173,380,370,1244.5,0.6241223671013039,0.6243243243243243,370,bac,E1028473
STRDG01911,DESRM01595,380,370,1255.5,0.6296389167502507,0.6297297297297297,370,bac,E1028473
STRDG01911,ACICS02052,380,375,914.0,0.4574574574574575,0.5080645161290323,372,bac,E1028473
STRDG01911,HERSS01212,380,376,931.0,0.4628386776037783,0.5109289617486339,366,bac,E1028473
STRDG01911,NEIMB00677,380,371,920.5,0.45944596955328176,0.5095367847411444,367,bac,E1028473
STRDG01911,ECOBD03114,380,375,953.0,0.4715487382483919,0.5121951219512195,369,bac,E1028473
STRDG01911,SHIFL00944,380,375,952.0,0.47105393369619003,0.5121951219512195,369,bac,E1028473
STRDG01911,KLEOK02482,380,375,958.0,0.4748451053283767,0.5163043478260869,368,bac,E1028473
STRDG01911,PHOLL03776,380,374,987.0,0.4903129657228018,0.5230352303523035,369,bac,E1028473
STRDG01911,VIBVY00742,380,378,969.0,0.47745750184774577,0.5203252032520326,369,bac,E1028473
STRDG01911,SALHC03561,380,377,880.0,0.4348900420064245,0.4890710382513661,366,bac,E1028473
STRDG01911,CELJU01396,380,378,917.5,0.4564676616915423,0.4907161803713528,377,bac,E1028473
PAEPS04077,U04FI03183,379,371,1373.0,0.690296631473102,0.6684636118598383,371,bac,E1028473
PAEPS04077,CLOAE02290,379,376,944.5,0.4709548740962354,0.5204359673024523,367,bac,E1028473
PAEPS04077,ACEWD01264,379,373,1358.0,0.6822406430545089,0.6568364611260054,373,bac,E1028473
PAEPS04077,ALKOO01689,379,372,1488.5,0.7453680520781172,0.728494623655914,372,bac,E1028473
PAEPS04077,GOTA900989,379,383,1375.5,0.6772525849335302,0.656084656084656,378,bac,E1028473
PAEPS04077,DESCC01173,379,370,1319.5,0.6619011788312014,0.6621621621621622,370,bac,E1028473
PAEPS04077,DESRM01595,379,370,1333.0,0.6686731878605467,0.6621621621621622,370,bac,E1028473
PAEPS04077,ACICS02052,379,375,1000.0,0.5006257822277848,0.5483870967741935,372,bac,E1028473
PAEPS04077,HERSS01212,379,376,1022.5,0.508453505718548,0.5555555555555556,369,bac,E1028473
PAEPS04077,NEIMB00677,379,371,956.5,0.47753369945082375,0.5217391304347826,368,bac,E1028473
PAEPS04077,ECOBD03114,379,375,1029.5,0.5095273447166543,0.5432432432432432,370,bac,E1028473
PAEPS04077,SHIFL00944,379,375,1029.5,0.5095273447166543,0.5432432432432432,370,bac,E1028473
PAEPS04077,KLEOK02482,379,375,1010.0,0.5007436787307883,0.5467032967032966,364,bac,E1028473
PAEPS04077,PHOLL03776,379,374,1017.0,0.5053416149068323,0.5308310991957105,373,bac,E1028473
PAEPS04077,VIBVY00742,379,378,1026.5,0.5059142434696895,0.5449591280653951,367,bac,E1028473
PAEPS04077,SALHC03561,379,377,939.5,0.4644092931290163,0.5134408602150538,372,bac,E1028473
PAEPS04077,CELJU01396,379,378,1008.0,0.5016173177407315,0.5278514588859416,377,bac,E1028473
U04FI03183,CLOAE02290,371,376,954.0,0.48365019011406846,0.5342465753424658,365,bac,E1028473
U04FI03183,ACEWD01264,371,373,1345.0,0.6871008939974457,0.6469002695417789,371,bac,E1028473
U04FI03183,ALKOO01689,371,372,1456.0,0.7413441955193483,0.7035040431266847,371,bac,E1028473
U04FI03183,GOTA900989,371,383,1375.0,0.6881881881881882,0.6738544474393531,371,bac,E1028473
U04FI03183,DESCC01173,371,370,1350.0,0.6885998469778117,0.6675675675675675,370,bac,E1028473
U04FI03183,DESRM01595,371,370,1318.0,0.6722774802346341,0.6405405405405405,370,bac,E1028473
U04FI03183,ACICS02052,371,375,964.0,0.4907101043522525,0.5300546448087432,366,bac,E1028473
U04FI03183,HERSS01212,371,376,975.5,0.4931749241658241,0.5382513661202186,366,bac,E1028473
U04FI03183,NEIMB00677,371,371,967.5,0.49111675126903553,0.5286103542234333,367,bac,E1028473
